event_name,supplier_id,supplier_name,score,confidence_score,match_sentence,mentioned_org,mentioned_other_org,index_events,properties_other_mentioned_org,uuid_org
Layoff,20,"Google, LLC",40,72.91449688,"[' Google ’s Waze lays off 5 percent of its workforce closes offices in Asia and Latin America', 'Waze the Google -owned navigation and mapping service will lay off 5 per cent of its global workforce said its CEO Noam Bardin in an email announcement to employees']",['Google'],[],155,,ad8efff0-1e05-f89c-c08f-1b40a49edb20
Layoff,1452,"Uber Technologies, Inc.",40,64.66318814,['This wave of gloom in the sector was quite global in nature and saw Uber  lay off over 10pc of its staff while Careem made around 30pc workforce redundant'],"['Uber', 'Careem']","['Uber', 'Careem']",156,"Uber,Careem",5e2a0e51-feb9-405b-ae77-e214b18b19b4
Bankruptcy,868,S&P Global Market Intelligence,50,78.5879191,"['2020 is on track to have the highest number of retail bankruptcies in a decade according to S&P Global Market Intelligence with 43 retailers already filing for bankruptcy this year', 'According to S&P Global Market Intelligence at least 43 retailers have filed for bankruptcy during the outbreak in the U. S.']",['SP Global Market Intelligence'],[],157,,901291e1-d93a-7b30-c121-9accc3dc7b34
Layoff,187,APPLE PAY,80,66.60431539,['In January 2019 Apple  laid off  200 employees from the project then went on to acquire the self-driving startup Drive.ai in June'],"['Driveai', 'Apple']","['Driveai', 'Apple']",158,"Driveai,Apple",fe495c07-5d24-47f3-8773-4c6e7007e2e0
Layoff,219,Bank of America,80,64.38380217,"[' Bank of America  Cuts  Staff in Investment Banking and Trading', '( Reuters ) - Bank of America Corp  cut some of its staff in the global banking and markets division this week Bloomberg News reported on Thursday', '( Reuters ) - Bank of America Corp  cut some of its staff in the global banking and markets division this week Bloomberg News reported on Thursday']","['Reuters Bank of America Corp', 'Bloomberg News', 'Bank of America']",['Bloomberg News'],159,Bloomberg News,d36a328a-2e89-50da-4697-07dd2b1bfa5d
Bankruptcy,1091,Lord & Taylor (Inactive - Use Hudsons Bay (US and CDN)),100,62.91392127,"[""In early January Macy's announced dozens of store closures and several department store chains including Neiman Marcus J.C. Penney and Lord & Taylor  sought  bankruptcy protection last year"", ""In early January Macy's announced dozens of store closures and several department store chains including Neiman Marcus J.C. Penney and Lord & Taylor  sought  bankruptcy protection last year""]","['Lord Taylor', 'Neiman Marcus JC Penney', 'Macys']","['Lord Taylor', 'Neiman Marcus JC Penney', 'Macys']",160,"Lord Taylor,Neiman Marcus JC Penney,Macys",abebf617-5d62-64f0-481c-803909366a00
Layoff,1,VMWare,40,56.11590522,"[' VMware is to lay off roughly 310 employees across the company in what the vendor called a “regular workforce rebalancing” strategy', ' VMware is to lay off roughly 310 employees across the company in what the vendor called a “regular workforce rebalancing” strategy']",['VMware'],[],161,,fb1e0239-94df-a94c-56d9-28956a629ed9
Bankruptcy,97,Neiman Marcus,50,84.26760417,['Luxury retailer Neiman Marcus  filed for Chapter 11 bankruptcy in May'],['Neiman Marcus'],[],162,,47e1fff1-b9da-5901-dea2-124087ef1ba3
Bankruptcy,187,APPLE PAY,50,56.23367081,['Products that lacked consumer appeal led to a sales shortfall and Apple was allegedly 90 days away from declaring  bankruptcy'],['Apple'],['Apple'],163,Apple,fe495c07-5d24-47f3-8773-4c6e7007e2e0
Layoff,30,IBM,40,72.48770801,[' IBM  cutting  84 jobs at Fountain Plaza tech hub that is part of Buffalo Billion'],['IBM'],[],164,,fc5fbe7a-562d-d577-b05e-46797caa134c
Bankruptcy,1063,Amazon (Non AWS),100,53.4444551,"['"" Amazon will go  bankrupt']",['Amazon'],[],165,,45056d71-082a-444e-a223-6e6f2db4fbcd
Bankruptcy,313,CDN-FACEBOOK INC,50,59.0380553,['“Imagine you know what’s going on inside of Facebook and you know no one on the outside knows ” She even went on to say Facebook should declare moral bankruptcy'],[],[],166,,df662812-7f97-0b43-9d3e-12f64f504fbb
Layoff,44,Wells Fargo,40,64.45725009,"['Over the past six months Wells Fargo has eliminated 9,335 job positions or 3.4% for an overall workforce total of 259,196 as of June 30']",['Wells Fargo'],[],167,,3e683191-c38b-5166-9ae3-8bfc3b975859
Layoff,834,Rackspace,40,86.9257031,"[' Rackspace Technology on Thursday laid off about 700 employees or 10 percent of its global workforce as the cloud-computing company — which helped supercharge San Antonio ’s expanding web of tech startups — restructures its business', ' Rackspace is cutting 10% of its workforce or about 700 employees as part of an internal restructuring plan']","['Rackspace Technology', 'Rackspace']",[],168,,545431fb-8c10-7fdd-e6be-2efd4048c558
Layoff,834,Rackspace,40,87.80836024,[' Rackspace is about to lay off ten per cent of its workforce'],['Rackspace'],[],169,,545431fb-8c10-7fdd-e6be-2efd4048c558
Layoff,814,PricewaterhouseCoopers LLP (PWC) - Preferred Supplier Pool (PSP),40,63.4880108,['But despite increasing its partner income PwC  cut  250 staff throughout the year and slashed the pay and hours of about 65% of staff by 4%'],['PwC'],['PwC'],170,PwC,41869170-ba33-e03d-33d5-14825f397bd3
Bankruptcy,97,Neiman Marcus,50,77.49563392,[' Neiman Marcus the century-old chain of high-end department stores filed for bankruptcy and many others shuttered locations and halted construction plans'],['Neiman Marcus'],[],171,,47e1fff1-b9da-5901-dea2-124087ef1ba3
Bankruptcy,44,Wells Fargo,50,51.91687944,['By the end of that month after being served with a lawsuit from Wells Fargo for falling behind on her payments she filed for bankruptcy'],['Wells Fargo'],[],172,,3e683191-c38b-5166-9ae3-8bfc3b975859
Bankruptcy,97,Neiman Marcus,50,75.69822518,['The anchor retail tenant Neiman Marcus  went  bankrupt and shut (its vacant space will be converted to yet more offices)'],['Neiman Marcus'],[],173,,47e1fff1-b9da-5901-dea2-124087ef1ba3
Bankruptcy,97,Neiman Marcus,50,59.39222081,[' Neiman Marcus and at least 28 other major retailers have filed for bankruptcy'],['Neiman Marcus'],[],174,,47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,560,General Motors,40,75.4160195,"['This week General Motors will lay off a third shift of workers — about 1,250 people — at its truck plant in Wentzville, Mo where absenteeism has been rising because workers are concerned about the spread of the virus', 'Or here\'s your snippet "" General Motors will temporarily lay off a shift of workers at the company’s Wentzville Assembly Plant', 'The Detroit Free Press is reporting that General Motors will allow laid off  workers to transfer to the plants that need employees to bolster production', ' General Motors said it would furlough about a third of its workers 1,250 people from its Wentzville Assembly plant in Ohio', ' General Motors will temporarily lay off Missouri workers']","['General Motors', 'The Detroit Free Press']",['The Detroit Free Press'],175,The Detroit Free Press,5087a047-80c5-4aa3-dfdf-30dd8ac88b5e
Layoff,970,"Trane U.S., Inc.",40,90.41919985,['The Trane Company confirmed Wednesday that it will lay off about 100 employees at one of its La Crosse manufacturing plants'],['The Trane Company'],['The Trane Company'],176,The Trane Company,75fa1b35-9aa8-1271-bdd7-638a6120431b
Bankruptcy,97,Neiman Marcus,50,71.14744337,"['The project however experienced significant losses including its anchor tenant Neiman Marcus  filing for bankruptcy and unsold condominiums in the complex', 'The project however experienced significant losses including its anchor tenant Neiman Marcus  filing for bankruptcy and unsold condominiums in the complex']",['Neiman Marcus'],[],177,,47e1fff1-b9da-5901-dea2-124087ef1ba3
Bankruptcy,195,Ascena Retail Group,50,76.11984701,"[""LOFT 's parent company Ascena Retail Group  filed for Chapter 11 bankruptcy in July"", 'The upcoming closures were announced as parent company Ascena Retail Group  filed for Chapter 11 bankruptcy protection in late July']",['Ascena Retail Group'],[],178,,d6232010-dad0-e9dc-2262-b38d7a29d811
Layoff,136,Accenture (HR),80,61.44850505,"['• Other major consulting firms including Deloitte and Accenture have cut  hundreds of jobs as clients slashed budgets', 'Read more Accenture is cutting US staff and top execs just warned of more pain to come as the consulting giant promotes fewer people and looks to control costs']","['Accenture', 'Deloitte']",['Deloitte'],179,Deloitte,0d5171b3-68b3-37c3-cb50-8cd8ccb8930b
Layoff,353,CISCO,40,61.46676789,['After a month of speculation Cisco is laying off  workers in California as part of a cost-cutting and restructuring effort'],['Cisco'],['Cisco'],180,Cisco,e0906c05-fae5-9591-ba5f-2142d8b0065a
Layoff,75,Salesforce.com,40,89.37745367,"[' Salesforce  Cuts  1,000 Jobs After Banner Quarter Stock Surge', ' Salesforce  cuts  1,000 jobs after banner quarter stock surge', ' Salesforce to lay off 165 SF employees despite record revenue', 'A day after reporting one of its strongest financial quarters ever Salesforce on Wednesday confirmed it is laying off some employees', ' Salesforce  cuts  1k jobs including some at Tableau vows to keep hiring while ‘reshaping’ company', ' Salesforce confirms it’s laying off  around 1,000 people in spite of monster quarter –', ' Salesforce is laying off about 1,000 workers or less than 2% of its workforce a day after reporting blockbuster results that surpassed Wall Street estimates', ' Salesforce  Cuts  1,000 Jobs After Banner Quarter Stock Surge', "" Salesforce is laying off some of its employees the company has confirmed following news that the cloud software giant reported one of its best quarters in the company's 21-year history"", 'Despite record earnings Salesforce is cutting  jobs']","['Salesforce', 'Tableau']",['Tableau'],181,Tableau,89ed3fd5-2182-e7f5-a95b-ac02f00c9ea4
Bankruptcy,97,Neiman Marcus,50,68.70919554,['In addition to Sears and JC Penney higher-end stores Barneys New York Lord & Taylor and Neiman Marcus have all filed for bankruptcy in the past two years'],"['JC Penney', 'Barneys New York', 'Neiman Marcus', 'Sears', 'Lord Taylor']","['JC Penney', 'Barneys New York', 'Sears', 'Lord Taylor']",182,"JC Penney,Barneys New York,Sears,Lord Taylor",47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,135,Accenture - Retail Bank,40,55.2585804,"['Consultancy company Accenture will cut up to 250 jobs at its Australian operations as part of an international restructure to cut 25,000 positions worldwide']",['Accenture'],[],183,,ce8c7d08-72d3-c537-68be-ae46d6ffc228
Bankruptcy,97,Neiman Marcus,50,80.32396642,"['Two of its peers JCPenney and Neiman Marcus have filed for bankruptcy this year', 'Two of its peers JCPenney and Neiman Marcus have filed for bankruptcy this year']","['Neiman Marcus', 'JCPenney']",['JCPenney'],184,JCPenney,47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,1139,Cox Auto,40,63.63232386,"[' Cox Automotive has furloughed  12,500 global employees for up to 16 weeks']",['Cox Automotive'],[],185,,806c6f1b-d2f6-2e30-929f-fd7c4148c0e8
Layoff,201,AT&T,40,90.72148316,"[' AT&T to close 250 stores cut  thousands of jobs', ' AT&T to cut  jobs close hundreds of stores', ' AT&T plans to cut  thousands of jobs close stores Union', ' AT&T plans to cut over 3,000 jobs Union', ' AT&T plans to cut  thousands of jobs close stores company tells union', ' AT&T plans to cut  thousands of jobs close stores Union', ' AT&T is laying off  thousands of workers and shutting down at least 250 stores', ' AT&T plans to cut  thousands of jobs close stores company tells union', ' AT&T Will Cut  3,400 Jobs Shut Down 250 Stores', ' AT&T Is Cutting  Thousands of Jobs and It’s Just the Beginning', ' AT&T plans to cut  thousands of jobs close stores company tells union', ' AT&T plans to cut  thousands of jobs close stores company tells union', ' AT&T  cutting  3,400 jobs and it’s just the beginning', ' AT&T is laying off  thousands of workers and shutting down at least 250 stores (T)', 'The Communications Workers of America says AT&T will close 250 stores and cut 3,400 technicians and clerical staff as well as 1,300 additional workers at AT&T mobility and Cricket wireless stores', ' AT&T plans to cut  more than 3,400 jobs', 'New York ( CNN Business ) AT&T is closing 250 stores and cutting several thousand jobs according to one of its unions which is criticizing the move', ' AT&T is laying off  thousands of workers and closing 250 stores', ' AT&T is laying off  thousands of workers and closing 250 stores', ' AT&T to Close 250 Stores and Lay Off  Thousands of Employees', 'DALLAS, Texas — AT&T is closing stores and cutting  staff according to a statement by the Communications Workers of America', ' AT&T to Close 250 Stores Cut  Thousands of Jobs Amid Demand for Wireless Services', ' AT&T is laying off  3,400 employees and closing more than 250 retail stores according to Business Insider', ' AT&T to Close 250 Stores Cut  Thousands of Jobs', '( CNN ) -- AT&T is closing 250 stores and cutting  several thousand jobs according to one of its unions which is criticizing the move', ' AT&T is closing 250 stores and cutting  several thousand jobs according to one of its unions which is criticizing the move', 'The Communications Workers of America says AT&T will close 250 stores and cut 3,400 technicians and clerical staff as well as 1,300 additional workers at AT&T Mobility and Cricket Wireless stores', ' AT&T Is Cutting  Thousands of Jobs Closing 250 Stores in the U.S.', ' AT&T closings stores cutting  staff', ' AT&T is closing 250 stores and cutting several thousand jobs according to one of its unions which is criticizing the move', ' AT&T closing 250 stores cutting  3,400 jobs union says', 'The total number of planned job cuts is apparently more than double that because AT&T told Ars that it is cutting even more non-union jobs than union jobs', ' AT&T in turn intends to cut more than 3.4 thousand people in the coming weeks writes The Wall Street Journal citing the Union Communications Workers of America']","['Union ATT', 'Cricket Wireless', 'the Communications Workers of America', 'Ars', 'ATT', 'the Union Communications Workers of America', 'CNN Business', 'ATT Mobility', 'The Wall Street Journal', 'The Communications Workers of America', 'CNN', 'Cricket']","['Union ATT', 'Cricket Wireless', 'the Communications Workers of America', 'Ars', 'the Union Communications Workers of America', 'CNN Business', 'ATT Mobility', 'The Wall Street Journal', 'The Communications Workers of America', 'CNN', 'Cricket']",186,"Union ATT,Cricket Wireless,the Communications Workers of America,Ars,the Union Communications Workers of America,CNN Business,ATT Mobility,The Wall Street Journal,The Communications Workers of America,CNN,Cricket",5da6106f-0d27-0d37-e9d7-dcfeccc1f709
Layoff,148,ADP,45,63.26139157,"['Payroll processor ADP said private employers cut  123,000 more jobs last month than they added', 'Payroll processor ADP said private employers cut  123,000 more jobs last month than they added', 'Payroll processor ADP said private employers cut  123,000 more jobs last month than they added', 'Payroll processor ADP said private employers cut  123,000 more jobs last month than they added', 'Data from payroll processor ADP on Wednesday showed employers cut  jobs last month for the first time since April and many economists expect that to be confirmed when the government’s more comprehensive employment report is released on Friday', 'Payroll processor ADP said private employers cut  123,000 more jobs last month than they added', 'Payroll processor ADP said private employers cut  123,000 more jobs last month than they added', 'Payroll processor ADP said private employers cut  123,000 more jobs last month than they added', 'Payroll processor ADP said private employers cut  123,000 more jobs last month than they added']","['Payroll processor', 'Payroll processor ADP', 'ADP', 'Payroll']","['Payroll processor', 'Payroll processor ADP', 'Payroll']",187,"Payroll processor,Payroll processor ADP,Payroll",91638d36-44ab-c37f-2821-55046bbc042e
Layoff,231,Bell Canada,40,65.00896402,"[' Bell Canada has cut  hundreds of jobs from its media operations across Canada over the last week', ' Bell Canada has cut  hundreds of jobs from its media operations across Canada over the last week']",['Bell Canada'],[],188,,71c25de3-a46d-4bce-aeb5-02c6a321ce06
Bankruptcy,1091,Lord & Taylor (Inactive - Use Hudsons Bay (US and CDN)),50,87.71329246,"['Last week Le Tote the parent company of Lord & Taylor announced they were filing for bankruptcy', ' Lord & Taylor in White Flint Mall Closing After Retailer Files for Bankruptcy', "" Lord & Taylor America 's oldest retailer is seeking  bankruptcy protection as is the owner of Men’s Wearhouse and Jos"", ' Lord & Taylor Men’s Wearhouse Parent Declare  Bankruptcy', ""NEW YORK ( AP ) — Lord & Taylor America 's oldest retailer is seeking  bankruptcy protection as is the owner of Men’s Wearhouse and Jos"", 'Neiman Marcus J.C. Penney and Lord & Taylor are the latest to declare  bankruptcy during the past few months', ""Earlier this month Lord & Taylor one of America 's oldest department stores filed for bankruptcy so has the operator of Ann Taylor and Lane Bryant"", ""Earlier this month Lord & Taylor one of America 's oldest department stores filed for bankruptcy so has the operator of Ann Taylor and Lane Bryant"", ""NEW YORK ( AP ) — Lord & Taylor America 's oldest retailer is seeking  bankruptcy protection as is the owner of Men’s Wearhouse and Jos"", "" Lord & Taylor America 's oldest retailer is seeking  bankruptcy protection as is the owner of Men’s Wearhouse and Jos"", ""Barneys New York Neiman Marcus J.C. Penney and Lord & Taylor have all declared  bankruptcy and things haven't worked out for a whole lot of the designers selling to them especially smaller independent ones"", ""Barneys New York Neiman Marcus J.C. Penney and Lord & Taylor have all declared  bankruptcy and things haven't worked out for a whole lot of the designers selling to them especially smaller independent ones""]","['Ann Taylor', 'Lane Bryant', 'Jos Barneys', 'JC Penney', 'Barneys New York', 'Neiman Marcus', 'Jos Neiman Marcus', 'Lord Taylor', 'Le Tote', 'Men’s Wearhouse', 'Jos Lord Taylor']","['Ann Taylor', 'Lane Bryant', 'Jos Barneys', 'JC Penney', 'Barneys New York', 'Neiman Marcus', 'Jos Neiman Marcus', 'Lord Taylor', 'Le Tote', 'Men’s Wearhouse', 'Jos Lord Taylor']",189,"Ann Taylor,Lane Bryant,Jos Barneys,JC Penney,Barneys New York,Neiman Marcus,Jos Neiman Marcus,Lord Taylor,Le Tote,Men’s Wearhouse,Jos Lord Taylor",abebf617-5d62-64f0-481c-803909366a00
Layoff,30,IBM,40,58.04364083,"[' International Business Machines Corp. plans to cut  nearly 10,000 jobs in Europe ahead of a broad shift to a hybrid cloud approach']",['International Business Machines Corp'],['International Business Machines Corp'],190,International Business Machines Corp,fc5fbe7a-562d-d577-b05e-46797caa134c
Layoff,736,National Westminster,40,67.87238758,"['Earlier this month NatWest said it was cutting  550 jobs in branches', 'Lloyds Bank is shutting 56 branches while Natwest recently said it was cutting  550 jobs from its branch and premier services operation', 'The news follows NatWest revealing it will cut  550 jobs in branches', 'Lloyds Bank has also announced 56 branch closures and Natwest said this month it was cutting  550 jobs in branches', 'Lloyds Bank has also announced 56 branch closures and Natwest said this month it was cutting  550 jobs in branches', ' NatWest is cutting 550 branch jobs while Barclays and HSBC are axing 59 and 28 respectively']","['Lloyds Bank', 'Natwest', 'HSBC', 'NatWest', 'Barclays']","['Lloyds Bank', 'Natwest', 'HSBC', 'Barclays']",191,"Lloyds Bank,Natwest,HSBC,Barclays",744f25a6-21f9-131d-a4d9-b1348664741e
Layoff,135,Accenture - Retail Bank,80,67.59321331,['Giant advisory firms including KPMG and Accenture have laid off  thousands of workers and some consultancies like Ernst & Young have deferred promotions and performance bonuses for employees'],"['Accenture', 'Ernst Young']",['Ernst Young'],192,Ernst Young,ce8c7d08-72d3-c537-68be-ae46d6ffc228
Layoff,370,Cognizant,40,86.07677843,['Two years ago Cognizant  laid off  about 200 senior employees at the director level and above'],['Cognizant'],[],193,,86537fe4-b762-e63a-8969-2223e1185a2a
Layoff,148,ADP,40,62.5392225,"['What about the ADP report which said businesses cut  2.8 million jobs', 'A survey from payroll processor ADP said that private employers cut nearly 2.8 million jobs last month but that was much milder than the 9.3 million that economists told investors to expect', 'A survey from payroll processor ADP said that private employers cut nearly 2.8 million jobs last month but that was much milder than the 9.3 million that economists told investors to expect', 'A survey from payroll processor ADP said that private employers cut nearly 2.8 million jobs last month but that was much milder than the 9.3 million that economists told investors to expect', 'A survey from payroll processor ADP said that private employers cut nearly 2.8 million jobs last month but that was much milder than the 9.3 million that economists told investors to expect']",['ADP'],[],194,,91638d36-44ab-c37f-2821-55046bbc042e
Bankruptcy,195,Ascena Retail Group,50,71.31831222,"['Clarke who took over as CEO early this year previously headed the Loft chain of Ascena Retail Group Inc. which has also filed for bankruptcy', 'Clarke who took over as CEO early this year previously headed the Loft chain of Ascena Retail Group Inc. which has also filed for bankruptcy', 'Clarke who took over as CEO early this year previously headed the Loft chain of Ascena Retail Group Inc. which has also filed for bankruptcy']","['Ascena Retail Group Inc', 'Loft']",['Loft'],195,Loft,d6232010-dad0-e9dc-2262-b38d7a29d811
Layoff,148,ADP,40,82.80004438,"['The payroll company ADP reported Wednesday that businesses have let go of a combined 22.6 million jobs since March with the bulk of the layoffs occurring in April', 'Still he said he urged “caution before assuming” the Labor Department ’s official jobs report out Friday will be in-line with ADP ’s results due to differences in how the two surveys count furloughed workers with ADP generally including furloughed  workers still on employee lists as employed', 'A survey from payroll processor ADP said Wednesday that private employers cut nearly 2.8 million jobs last month — less than the 9.3 million that economists told investors to expect', 'A survey from payroll processor ADP said Wednesday that private employers cut nearly 2.8 million jobs last month — less than the 9.3 million that economists told investors to expect', 'A survey from payroll processor ADP said that private employers cut nearly 2.8 million jobs last month but that was much milder than the 9.3 million that economists told investors to expect', 'The payroll company ADP reported Wednesday that businesses have let go of a combined 22.6 million jobs since March', 'The payroll processor ADP reported Wednesday that private-sector employers cut just under 2.8 million jobs between April and May', 'The payroll processor ADP reported Wednesday that private-sector employers cut just under 2.8 million jobs between April and May', 'The payroll company ADP reported Wednesday that businesses have let go of a combined 22.6 million jobs since March with the bulk of the layoffs occurring in April', 'The payroll processor ADP reported Wednesday that private-sector employers cut just under 2.8 million jobs between April and May', ""But ADP ’s different methodology for counting furloughed  workers could mean Friday 's number from the Labor Department won’t be quite as encouraging"", 'This comes on the heels of a report from payroll services provider ADP indicating that companies cut  2.76 million jobs in May']","['the Labor Department', 'the Labor Department ’s', 'ADP']","['the Labor Department', 'the Labor Department ’s']",196,"the Labor Department,the Labor Department ’s",91638d36-44ab-c37f-2821-55046bbc042e
Layoff,1302,Microsoft Advertising - US,80,57.19926935,[' Microsoft announces plan to cut cybersecurity workforce shortage in half by 2025'],['Microsoft'],[],197,,556fccbc-74d7-2f44-5804-9b7d84af722c
Layoff,1302,Microsoft Advertising - US,40,53.94642411,"["" Microsoft plans to cut the United States' cybersecurity workforce shortage in half by 2025 by pouring resources into training programs according to an Oct. 28 blog post from company President Brad Smith""]",['Microsoft'],[],198,,556fccbc-74d7-2f44-5804-9b7d84af722c
Layoff,447,DEUTSCHE BANK,40,56.22195529,[' Deutsche Bank is cutting  a few jobs before Christmas'],['Deutsche Bank'],['Deutsche Bank'],199,Deutsche Bank,e649d0c7-3f41-e2c0-03b7-867ab82fb8d2
Layoff,420,CVent,40,60.70581724,['The dot com meltdown and September 11th drove Cvent to near-bankruptcy – we had to cut 80% of our staff reducing our headcount to 25 employees'],['Cvent'],[],200,,30be31c8-67a8-2cb5-2668-2e988f0130f8
Bankruptcy,103,MICROSOFT CORPORATION,50,74.89474823,[' Microsoft then filed for Chapter 11 bankruptcy and IBM decided to make its own version of Windows'],"['Microsoft', 'IBM']","['Microsoft', 'IBM']",201,"Microsoft,IBM",9961e5b4-8c3a-4a5c-8168-d5950d6f907d
Bankruptcy,705,Microsoft - UK,50,74.89474823,[' Microsoft then filed for Chapter 11 bankruptcy and IBM decided to make its own version of Windows'],"['Microsoft', 'IBM']",['IBM'],202,IBM,b25b3682-07f9-d84b-b1cf-54b63f1b2e81
Layoff,705,Microsoft - UK,40,58.62881536,['Spotted in the wild Rare Microsoft 365 price cut for frontline workers'],['Microsoft'],[],203,,b25b3682-07f9-d84b-b1cf-54b63f1b2e81
Layoff,1,VMWare,46,83.74133321,"['Palo Alto cloud computing and software company VMware  laid off over 200 employees last month including multiple people at the executive and director level', ' VMware also laid off  several hundred employees last month as part of its annual workforce rebalancing that included some customer-facing and services positions', ' VMware plans to cut over 200 jobs in Palo Alto', ' VMware in Palo Alto NortonLifeLock in Mountain View and 23andMe in Sunnyvale will lay off a combined 354 workers the companies reported to the state', ' VMware The Palo Alto cloud computing provider and software maker will lay off  more than 200 employees in April including workers at the executive and director level', 'Zume cut 252 positions including 172 in Santa Clara and 80 in San Francisco ; VMWare  eliminated  211 jobs in Palo Alto ; Shutterfly chopped 153 positions in Redwood City ; Intel cut 153 jobs in Santa Clara ; Comcast eliminated 127 positions in Livermore ; Xilinx shed 123 jobs in San Jose ; 23andMe cut 84 jobs in Sunnyvale ; and NortonLifeLock jettisoned 59 jobs in Mountain View the EDD filings show', 'As for VMware the virtualization software firm is planning to lay off  more than 200 workers in April including workers at the executive and director level the San Francisco Chronicle reported Thursday', ' VMware plans to cut over 200 jobs in Palo Alto']","['Xilinx', 'EDD', 'VMWare', 'Zume', 'Intel', 'andMe', 'Comcast', 'the San Francisco Chronicle', 'Shutterfly', 'NortonLifeLock', 'VMware']","['Xilinx', 'EDD', 'Zume', 'Intel', 'andMe', 'Comcast', 'the San Francisco Chronicle', 'Shutterfly', 'NortonLifeLock']",204,"Xilinx,EDD,Zume,Intel,andMe,Comcast,the San Francisco Chronicle,Shutterfly,NortonLifeLock",fb1e0239-94df-a94c-56d9-28956a629ed9
Layoff,47,Verizon,40,65.53583431,"['Last month Verizon reportedly planned to lay off  150 employees from its Media division amid ongoing revenue struggles representing 1.4% of its total workforce leaving it with 10,350 employees']","['Media', 'Verizon']",['Media'],205,Media,e693e2f0-50bb-05ab-8a27-4078f5dacf11
Layoff,219,Bank of America,40,78.50345808,"['In December Bank of America announced plans to cut  30,000  staff after acquiring Merrill Lynch Credit Suisse announced 5,300 cuts and Nomura said 1,000 people were going']","['Nomura', 'Credit Suisse', 'Merrill Lynch', 'Bank of America']","['Nomura', 'Credit Suisse', 'Merrill Lynch']",206,"Nomura,Credit Suisse,Merrill Lynch",d36a328a-2e89-50da-4697-07dd2b1bfa5d
Bankruptcy,679,"LSC Communications Inc. US, LLC",50,60.92112331,[' LSC Communications the largest book printer in the US filed for Chapter 11 bankruptcy protection in April'],['LSC Communications'],[],207,,ab8b5236-f623-4523-a3b9-5aaa59f57643
Bankruptcy,679,"LSC Communications Inc. US, LLC",50,77.11801031,"[' LSC Communications which filed for Chapter 11 bankruptcy in April after revenues fell 17% year-over-year in 2019 indicated three days later that it was temporarily closing its Baraboo Wisc', 'The earnings report comes less than a month after Quad ’s largest competitor LSC Communications  filed for Chapter 11 bankruptcy amid $893 million in debt and a 15% year-over-year revenue decline in 2019']","['LSC Communications', 'Quad', 'Baraboo Wisc']","['Quad', 'Baraboo Wisc']",208,"Quad,Baraboo Wisc",ab8b5236-f623-4523-a3b9-5aaa59f57643
Layoff,447,DEUTSCHE BANK,40,72.49874384,"["" Deutsche Bank  cut  18,000 jobs last summer as Germany 's biggest bank tries to rebuild itself""]",['Deutsche Bank'],['Deutsche Bank'],209,Deutsche Bank,e649d0c7-3f41-e2c0-03b7-867ab82fb8d2
